<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.07	18:00:00	2647.70	2650.16	2646.45	2648.57	2488	0	10
2025.01.07	18:15:00	2648.59	2653.75	2648.34	2650.67	2298	0	10
2025.01.07	18:30:00	2650.50	2654.82	2648.87	2654.26	2541	0	10
2025.01.07	18:45:00	2654.20	2655.64	2651.24	2651.80	2295	0	10
2025.01.07	19:00:00	2651.80	2653.88	2651.80	2652.78	1799	0	11
2025.01.07	19:15:00	2652.74	2655.46	2651.82	2654.85	1881	0	12
2025.01.07	19:30:00	2654.89	2656.03	2651.06	2651.49	1757	0	11
2025.01.07	19:45:00	2651.51	2652.89	2650.30	2652.59	1929	0	11
2025.01.07	20:00:00	2652.58	2652.68	2649.67	2650.64	1790	0	11
2025.01.07	20:15:00	2650.78	2652.48	2650.05	2650.86	1890	0	12
2025.01.07	20:30:00	2650.88	2650.92	2647.59	2648.19	1766	0	11
2025.01.07	20:45:00	2648.18	2649.44	2647.39	2649.19	1665	0	11
2025.01.07	21:00:00	2649.22	2649.90	2648.59	2649.29	1463	0	11
2025.01.07	21:15:00	2649.28	2649.31	2647.05	2647.63	1417	0	11
2025.01.07	21:30:00	2647.48	2650.09	2647.39	2649.77	1310	0	12
2025.01.07	21:45:00	2649.75	2650.42	2649.01	2649.36	1245	0	11
2025.01.07	22:00:00	2649.38	2649.99	2647.58	2649.18	1127	0	11
2025.01.07	22:15:00	2649.25	2649.37	2647.62	2648.31	1136	0	11
2025.01.07	22:30:00	2648.32	2648.47	2647.19	2647.70	1431	0	11
2025.01.07	22:45:00	2647.72	2651.52	2647.57	2650.34	1418	0	11
2025.01.07	23:00:00	2650.47	2650.47	2649.83	2649.84	328	0	11
2025.01.07	23:15:00	2649.84	2650.11	2649.63	2649.81	313	0	11
2025.01.07	23:30:00	2649.86	2650.20	2649.14	2649.23	237	0	14
2025.01.07	23:45:00	2649.26	2649.65	2647.46	2647.96	293	0	67
2025.01.08	01:00:00	2648.69	2649.18	2648.43	2649.13	299	0	16
2025.01.08	01:15:00	2649.14	2649.81	2648.24	2648.69	196	0	16
2025.01.08	01:30:00	2648.69	2649.61	2648.66	2649.29	242	0	15
2025.01.08	01:45:00	2649.24	2650.18	2648.78	2649.69	447	0	17
2025.01.08	02:00:00	2649.54	2650.05	2648.62	2649.55	463	0	17
2025.01.08	02:15:00	2649.57	2651.21	2649.57	2650.87	468	0	16
2025.01.08	02:30:00	2650.78	2651.44	2650.42	2651.00	593	0	15
2025.01.08	02:45:00	2650.99	2651.52	2649.95	2650.57	586	0	14
2025.01.08	03:00:00	2650.60	2650.89	2648.10	2648.88	1806	0	19
2025.01.08	03:15:00	2648.88	2649.11	2647.66	2648.20	1247	0	17
2025.01.08	03:30:00	2648.17	2649.69	2647.10	2648.76	1325	0	15
2025.01.08	03:45:00	2648.77	2648.92	2647.67	2648.81	976	0	14
2025.01.08	04:00:00	2648.81	2648.81	2647.08	2648.38	923	0	14
2025.01.08	04:15:00	2648.23	2648.47	2647.27	2647.40	609	0	14
2025.01.08	04:30:00	2647.18	2648.59	2645.86	2648.44	1156	0	14
2025.01.08	04:45:00	2648.35	2650.27	2648.35	2648.83	970	0	14
2025.01.08	05:00:00	2648.64	2648.76	2646.69	2647.05	680	0	14
2025.01.08	05:15:00	2647.00	2647.81	2646.56	2646.80	961	0	14
2025.01.08	05:30:00	2646.82	2647.74	2645.61	2646.53	708	0	14
2025.01.08	05:45:00	2646.53	2647.37	2646.53	2646.77	684	0	14
2025.01.08	06:00:00	2646.76	2648.72	2646.61	2648.03	586	0	14
2025.01.08	06:15:00	2648.03	2648.12	2646.92	2647.59	534	0	14
2025.01.08	06:30:00	2647.58	2647.69	2645.95	2646.03	569	0	16
2025.01.08	06:45:00	2646.02	2647.02	2645.26	2647.02	662	0	16
2025.01.08	07:00:00	2646.95	2647.39	2646.68	2647.11	511	0	14
2025.01.08	07:15:00	2647.09	2649.91	2646.96	2649.03	834	0	17
2025.01.08	07:30:00	2649.05	2650.36	2648.80	2649.45	1241	0	19
2025.01.08	07:45:00	2649.46	2650.65	2649.13	2649.94	1021	0	17
2025.01.08	08:00:00	2649.90	2651.43	2648.86	2651.08	1410	0	16
2025.01.08	08:15:00	2651.04	2652.60	2650.69	2651.63	1192	0	14
2025.01.08	08:30:00	2651.68	2652.41	2650.54	2651.95	1141	0	14
2025.01.08	08:45:00	2651.96	2653.05	2651.54	2652.23	1044	0	14
2025.01.08	09:00:00	2652.24	2654.47	2651.90	2653.74	1151	0	10
2025.01.08	09:15:00	2653.72	2654.19	2652.39	2652.96	860	0	10
2025.01.08	09:30:00	2652.97	2653.61	2651.74	2651.89	877	0	10
2025.01.08	09:45:00	2651.89	2652.71	2651.67	2652.62	1103	0	10
2025.01.08	10:00:00	2652.66	2652.94	2650.47	2651.16	1184	0	12
2025.01.08	10:15:00	2651.17	2652.58	2649.61	2650.46	1209	0	12
2025.01.08	10:30:00	2650.43	2653.80	2650.02	2652.84	1223	0	12
2025.01.08	10:45:00	2652.78	2652.94	2650.92	2652.00	1118	0	10
2025.01.08	11:00:00	2652.05	2654.98	2651.83	2653.57	1508	0	11
2025.01.08	11:15:00	2653.54	2654.25	2652.80	2653.70	958	0	10
2025.01.08	11:30:00	2653.69	2654.89	2653.27	2654.08	908	0	10
2025.01.08	11:45:00	2654.15	2654.15	2652.44	2653.59	775	0	10
2025.01.08	12:00:00	2653.57	2654.25	2652.80	2653.27	946	0	10
2025.01.08	12:15:00	2653.33	2654.50	2652.63	2654.48	804	0	10
2025.01.08	12:30:00	2654.49	2655.17	2653.45	2654.74	1156	0	11
2025.01.08	12:45:00	2654.72	2655.05	2653.15	2653.15	823	0	10
2025.01.08	13:00:00	2653.10	2653.13	2650.89	2651.51	1164	0	10
2025.01.08	13:15:00	2651.70	2652.19	2648.75	2649.02	1463	0	12
2025.01.08	13:30:00	2649.01	2649.94	2647.58	2649.79	2169	0	13
2025.01.08	13:45:00	2649.82	2651.21	2649.21	2650.80	1708	0	10
2025.01.08	14:00:00	2650.80	2651.12	2649.39	2649.73	1625	0	10
2025.01.08	14:15:00	2649.73	2649.84	2645.83	2647.68	1660	0	10
2025.01.08	14:30:00	2647.71	2650.79	2647.17	2650.35	1430	0	10
2025.01.08	14:45:00	2650.31	2652.46	2650.30	2652.03	1560	0	10
2025.01.08	15:00:00	2652.06	2657.96	2651.78	2654.77	3422	0	12
2025.01.08	15:15:00	2654.74	2659.23	2651.74	2654.43	2443	0	10
2025.01.08	15:30:00	2654.45	2658.09	2652.61	2657.75	2873	0	12
2025.01.08	15:45:00	2657.76	2660.22	2656.44	2660.19	2669	0	10
2025.01.08	16:00:00	2660.17	2664.43	2659.99	2662.43	2954	0	11
2025.01.08	16:15:00	2662.35	2663.52	2660.60	2662.54	2430	0	10
2025.01.08	16:30:00	2662.55	2667.58	2662.23	2665.43	3028	0	10
2025.01.08	16:45:00	2665.51	2666.09	2660.10	2661.43	2891	0	10
2025.01.08	17:00:00	2661.34	2665.67	2659.40	2663.91	2699	0	10
2025.01.08	17:15:00	2663.90	2666.08	2662.93	2664.23	2541	0	10
2025.01.08	17:30:00	2664.30	2667.79	2663.87	2666.35	2339	0	10
2025.01.08	17:45:00	2666.28	2666.62	2663.74	2665.87	1914	0	10
2025.01.08	18:00:00	2665.88	2666.80	2662.62	2664.84	1768	0	10
2025.01.08	18:15:00	2664.68	2667.28	2664.16	2666.35	1989	0	10
2025.01.08	18:30:00	2666.46	2668.09	2664.57	2667.16	1656	0	10
2025.01.08	18:45:00	2667.19	2670.15	2667.01	2669.49	1560	0	10
2025.01.08	19:00:00	2669.58	2669.65	2667.33	2669.12	1601	0	11
2025.01.08	19:15:00	2669.12	2669.35	2662.64	2662.82	1600	0	11
2025.01.08	19:30:00	2662.84	2662.84	2649.41	2653.40	2766	0	16
2025.01.08	19:45:00	2653.53	2656.57	2649.79	2655.58	2194	0	12
2025.01.08	20:00:00	2655.63	2659.10	2654.55	2654.65	2129	0	12
2025.01.08	20:15:00	2654.64	2656.83	2654.15	2656.14	1833	0	12
2025.01.08	20:30:00	2656.07	2658.16	2655.53	2657.02	1356	0	11
2025.01.08	20:45:00	2656.97	2657.02	2651.66	2653.40	1362	0	11
2025.01.08	21:00:00	2653.37	2658.08	2652.47	2656.60	1441	0	12
2025.01.08	21:15:00	2656.60	2660.54	2656.60	2660.09	1739	0	11
2025.01.08	21:30:00	2660.10	2660.10	2656.33	2657.30	2127	0	13
2025.01.08	21:45:00	2657.33	2658.65	2656.75	2658.24	1555	0	11
2025.01.08	22:00:00	2658.29	2659.86	2658.29	2659.04	1634	0	11
2025.01.08	22:15:00	2659.08	2660.45	2658.99	2659.79	1258	0	11
2025.01.08	22:30:00	2659.64	2660.45	2658.99	2660.45	920	0	12
2025.01.08	22:45:00	2660.47	2664.00	2660.20	2663.35	1326	0	12
2025.01.08	23:00:00	2663.33	2663.87	2662.01	2662.94	684	0	11
2025.01.08	23:15:00	2662.98	2664.03	2662.67	2663.45	362	0	11
2025.01.08	23:30:00	2663.46	2663.55	2661.25	2662.05	510	0	11
2025.01.08	23:45:00	2662.01	2662.84	2661.19	2661.30	377	0	67
2025.01.09	01:00:00	2662.35	2662.74	2662.06	2662.18	199	0	17
2025.01.09	01:15:00	2662.24	2662.49	2662.08	2662.23	170	0	17
2025.01.09	01:30:00	2662.22	2662.93	2662.05	2662.50	264	0	17
2025.01.09	01:45:00	2662.50	2663.19	2662.36	2662.60	248	0	18
2025.01.09	02:00:00	2662.61	2662.78	2660.44	2660.48	384	0	18
2025.01.09	02:15:00	2660.48	2661.12	2659.51	2660.00	467	0	17
2025.01.09	02:30:00	2660.00	2660.76	2659.48	2660.27	606	0	17
2025.01.09	02:45:00	2660.27	2661.21	2659.58	2659.91	575	0	14
2025.01.09	03:00:00	2659.93	2661.45	2657.50	2658.20	1295	0	19
2025.01.09	03:15:00	2658.20	2659.33	2657.75	2657.75	1230	0	15
2025.01.09	03:30:00	2657.77	2660.08	2657.32	2659.09	1052	0	14
2025.01.09	03:45:00	2659.12	2661.14	2658.21	2658.47	1007	0	14
2025.01.09	04:00:00	2658.47	2660.08	2657.62	2657.87	948	0	17
2025.01.09	04:15:00	2657.86	2657.86	2656.44	2657.01	786	0	14
2025.01.09	04:30:00	2656.98	2657.91	2656.43	2657.53	1008	0	14
2025.01.09	04:45:00	2657.56	2658.83	2656.80	2658.81	865	0	14
2025.01.09	05:00:00	2658.86	2661.28	2658.55	2660.55	1103	0	14
2025.01.09	05:15:00	2660.56	2661.06	2659.47	2660.01	925	0	14
2025.01.09	05:30:00	2659.91	2662.14	2659.91	2661.60	557	0	14
2025.01.09	05:45:00	2661.60	2661.64	2659.22	2659.42	541	0	14
2025.01.09	06:00:00	2659.41	2659.76	2658.01	2658.92	575	0	14
2025.01.09	06:15:00	2658.87	2658.92	2656.86	2656.91	585	0	14
2025.01.09	06:30:00	2656.87	2657.12	2655.49	2656.08	587	0	14
2025.01.09	06:45:00	2656.09	2659.21	2655.85	2659.05	732	0	18
2025.01.09	07:00:00	2659.05	2660.99	2658.94	2659.74	829	0	18
2025.01.09	07:15:00	2659.76	2660.29	2658.97	2659.08	719	0	14
2025.01.09	07:30:00	2658.95	2659.64	2657.68	2658.22	1008	0	20
2025.01.09	07:45:00	2658.19	2659.96	2657.65	2658.34	888	0	14
2025.01.09	08:00:00	2658.34	2659.60	2658.34	2659.05	868	0	14
2025.01.09	08:15:00	2659.01	2661.00	2658.81	2660.86	722	0	14
2025.01.09	08:30:00	2660.88	2664.64	2660.40	2664.09	1190	0	14
2025.01.09	08:45:00	2664.11	2666.84	2663.89	2666.71	1702	0	14
2025.01.09	09:00:00	2666.76	2666.78	2664.93	2665.62	1039	0	10
2025.01.09	09:15:00	2665.62	2666.13	2664.84	2665.35	926	0	10
2025.01.09	09:30:00	2665.35	2666.24	2664.34	2664.85	838	0	11
2025.01.09	09:45:00	2664.85	2665.55	2662.22	2662.33	1152	0	10
2025.01.09	10:00:00	2662.31	2662.77	2660.43	2661.78	1759	0	12
2025.01.09	10:15:00	2661.81	2665.39	2661.39	2664.86	1751	0	11
2025.01.09	10:30:00	2664.87	2666.87	2662.00	2662.42	1400	0	11
2025.01.09	10:45:00	2662.41	2666.23	2661.24	2664.43	1357	0	11
2025.01.09	11:00:00	2664.43	2665.37	2662.31	2663.30	1171	0	10
2025.01.09	11:15:00	2663.26	2665.14	2662.66	2663.79	1296	0	10
2025.01.09	11:30:00	2663.77	2666.48	2663.02	2665.87	1096	0	10
2025.01.09	11:45:00	2666.01	2666.23	2664.26	2665.02	952	0	10
2025.01.09	12:00:00	2665.03	2666.35	2664.52	2666.19	1226	0	10
2025.01.09	12:15:00	2666.20	2666.79	2665.31	2666.25	917	0	10
2025.01.09	12:30:00	2666.27	2668.57	2665.33	2668.42	1357	0	11
2025.01.09	12:45:00	2668.44	2668.60	2666.77	2667.45	969	0	10
2025.01.09	13:00:00	2667.44	2669.04	2665.26	2667.73	1440	0	10
2025.01.09	13:15:00	2667.73	2672.46	2667.03	2670.81	1330	0	10
2025.01.09	13:30:00	2670.89	2671.54	2668.63	2669.09	1349	0	11
2025.01.09	13:45:00	2669.11	2673.27	2668.90	2670.29	1570	0	11
2025.01.09	14:00:00	2670.23	2671.77	2669.52	2671.61	1427	0	10
2025.01.09	14:15:00	2671.60	2672.92	2671.09	2672.23	1166	0	10
2025.01.09	14:30:00	2672.24	2674.47	2671.77	2672.80	1243	0	10
2025.01.09	14:45:00	2672.80	2675.14	2671.40	2674.05	1257	0	10
2025.01.09	15:00:00	2673.94	2675.26	2672.36	2673.08	2142	0	11
2025.01.09	15:15:00	2673.10	2676.95	2672.04	2674.96	1981	0	10
2025.01.09	15:30:00	2675.01	2678.12	2673.99	2677.26	2211	0	10
2025.01.09	15:45:00	2677.16	2677.78	2671.99	2672.65	2014	0	10
2025.01.09	16:00:00	2672.54	2673.64	2670.18	2672.56	1670	0	10
2025.01.09	16:15:00	2672.52	2673.55	2667.24	2669.49	2127	0	10
2025.01.09	16:30:00	2669.59	2674.68	2669.59	2673.76	1953	0	10
2025.01.09	16:45:00	2673.84	2675.66	2672.45	2672.56	1606	0	10
2025.01.09	17:00:00	2672.56	2675.43	2670.55	2673.21	1950	0	10
2025.01.09	17:15:00	2673.28	2674.01	2670.94	2672.09	1457	0	10
2025.01.09	17:30:00	2672.05	2675.14	2672.02	2673.38	1250	0	10
2025.01.09	17:45:00	2673.30	2673.38	2668.13	2668.31	1936	0	10
2025.01.09	18:00:00	2668.26	2670.10	2666.87	2669.88	1543	0	10
2025.01.09	18:15:00	2669.93	2671.03	2667.84	2668.69	1495	0	10
2025.01.09	18:30:00	2668.70	2669.93	2667.06	2669.63	1446	0	10
2025.01.09	18:45:00	2669.65	2670.25	2666.26	2667.54	1460	0	10
2025.01.09	19:00:00	2667.50	2668.59	2663.27	2665.61	1833	0	12
2025.01.09	19:15:00	2665.62	2667.48	2664.72	2664.97	1296	0	12
2025.01.09	19:30:00	2665.09	2665.14	2662.76	2662.76	1391	0	12
2025.01.09	19:45:00	2662.90	2666.72	2662.84	2665.98	1219	0	11
2025.01.09	20:00:00	2665.93	2669.07	2665.05	2668.35	1221	0	11
2025.01.09	20:15:00	2668.34	2671.92	2668.23	2669.97	1715	0	15
2025.01.09	20:30:00	2669.95	2672.57	2669.83	2670.90	1160	0	11
2025.01.09	20:45:00	2670.92	2671.81	2669.81	2671.37	942	0	11
2025.01.09	21:00:00	2671.47	2671.77	2668.71	2668.93	858	0	11
2025.01.09	21:15:00	2668.92	2670.70	2668.69	2670.14	865	0	12
2025.01.09	21:30:00	2670.17	2670.62	2669.28	2670.20	909	0	12
2025.01.09	21:45:00	2670.22	2671.09	2670.00	2670.19	1259	0	11
2025.01.09	22:00:00	2670.16	2670.90	2669.60	2670.01	802	0	11
2025.01.09	22:15:00	2670.08	2670.70	2669.30	2670.43	706	0	11
2025.01.09	22:30:00	2670.43	2670.67	2669.26	2669.29	767	0	11
2025.01.09	22:45:00	2669.32	2670.03	2669.31	2669.51	379	0	11
2025.01.09	23:00:00	2669.57	2669.69	2668.97	2669.03	212	0	11
2025.01.09	23:15:00	2669.06	2669.76	2669.06	2669.72	193	0	11
2025.01.09	23:30:00	2669.71	2669.96	2669.48	2669.65	140	0	11
2025.01.10	01:00:00	2670.38	2670.88	2670.10	2670.52	320	0	17
2025.01.10	01:15:00	2670.52	2670.91	2670.34	2670.69	327	0	17
2025.01.10	01:30:00	2670.70	2670.74	2669.66	2669.86	296	0	17
2025.01.10	01:45:00	2669.88	2670.34	2668.49	2669.99	304	0	16
2025.01.10	02:00:00	2670.06	2670.66	2669.25	2669.39	507	0	17
2025.01.10	02:15:00	2669.38	2670.24	2668.89	2669.85	468	0	16
2025.01.10	02:30:00	2669.84	2671.16	2669.53	2670.24	711	0	17
2025.01.10	02:45:00	2670.25	2670.87	2670.06	2670.47	1241	0	16
2025.01.10	03:00:00	2670.48	2671.82	2669.47	2670.04	1341	0	18
2025.01.10	03:15:00	2670.07	2671.92	2669.21	2671.33	1225	0	17
2025.01.10	03:30:00	2671.45	2671.60	2669.59	2670.34	1167	0	17
2025.01.10	03:45:00	2670.32	2671.43	2669.55	2671.00	1184	0	14
2025.01.10	04:00:00	2670.99	2672.04	2670.52	2671.38	1155	0	14
2025.01.10	04:15:00	2671.43	2674.33	2671.41	2673.43	967	0	14
2025.01.10	04:30:00	2673.54	2674.72	2672.63	2673.40	1102	0	14
2025.01.10	04:45:00	2673.30	2674.49	2672.73	2673.42	855	0	14
2025.01.10	05:00:00	2673.43	2674.38	2672.51	2673.56	711	0	14
2025.01.10	05:15:00	2673.56	2674.46	2673.23	2674.37	679	0	14
2025.01.10	05:30:00	2674.39	2674.79	2673.16	2673.66	680	0	14
2025.01.10	05:45:00	2673.67	2674.04	2672.94	2673.68	641	0	14
2025.01.10	06:00:00	2673.68	2674.04	2672.81	2673.37	494	0	14
2025.01.10	06:15:00	2673.36	2673.93	2672.77	2673.12	564	0	14
2025.01.10	06:30:00	2673.08	2673.12	2671.76	2672.28	605	0	14
2025.01.10	06:45:00	2672.33	2673.11	2671.73	2671.74	705	0	14
2025.01.10	07:00:00	2671.74	2673.02	2671.55	2672.97	671	0	14
2025.01.10	07:15:00	2672.97	2674.37	2672.87	2674.15	863	0	14
2025.01.10	07:30:00	2674.20	2675.84	2672.94	2675.32	1361	0	15
2025.01.10	07:45:00	2675.30	2675.64	2673.97	2674.97	1299	0	17
2025.01.10	08:00:00	2674.95	2675.53	2674.26	2674.64	1239	0	14
2025.01.10	08:15:00	2674.64	2675.93	2674.49	2675.64	1106	0	14
2025.01.10	08:30:00	2675.55	2677.12	2675.16	2676.39	1275	0	16
2025.01.10	08:45:00	2676.40	2678.56	2676.40	2678.24	1357	0	17
2025.01.10	09:00:00	2678.29	2678.70	2675.95	2676.17	1384	0	12
2025.01.10	09:15:00	2676.07	2678.75	2674.46	2678.64	1818	0	12
2025.01.10	09:30:00	2678.67	2678.73	2674.39	2674.80	1045	0	10
2025.01.10	09:45:00	2674.79	2676.54	2673.49	2676.20	1015	0	10
2025.01.10	10:00:00	2676.24	2678.84	2675.77	2676.71	1407	0	10
2025.01.10	10:15:00	2676.70	2680.48	2676.33	2678.56	1658	0	12
2025.01.10	10:30:00	2678.57	2680.39	2677.83	2679.29	1871	0	10
2025.01.10	10:45:00	2679.29	2680.39	2676.30	2680.11	2063	0	11
2025.01.10	11:00:00	2680.14	2680.27	2677.74	2679.75	1975	0	10
2025.01.10	11:15:00	2679.66	2682.39	2679.46	2680.10	1528	0	10
2025.01.10	11:30:00	2680.09	2680.51	2678.61	2678.98	1543	0	10
2025.01.10	11:45:00	2678.95	2681.02	2678.39	2678.48	1349	0	10
2025.01.10	12:00:00	2678.48	2681.94	2678.24	2680.86	1441	0	13
2025.01.10	12:15:00	2680.89	2682.65	2680.35	2681.15	1780	0	12
2025.01.10	12:30:00	2681.05	2681.43	2679.41	2679.52	1471	0	12
2025.01.10	12:45:00	2679.51	2681.55	2678.66	2681.00	1367	0	12
2025.01.10	13:00:00	2681.01	2682.44	2680.60	2681.53	1396	0	12
2025.01.10	13:15:00	2681.55	2682.24	2680.24	2681.94	1275	0	12
2025.01.10	13:30:00	2681.92	2683.08	2681.42	2681.61	1020	0	12
2025.01.10	13:45:00	2681.62	2682.51	2680.55	2681.24	1245	0	12
2025.01.10	14:00:00	2681.24	2681.31	2677.68	2678.34	1697	0	13
2025.01.10	14:15:00	2678.34	2678.93	2676.22	2677.02	1541	0	12
2025.01.10	14:30:00	2677.01	2677.71	2674.89	2677.71	1794	0	12
2025.01.10	14:45:00	2677.76	2679.86	2677.23	2678.40	1389	0	12
2025.01.10	15:00:00	2678.35	2680.39	2675.10	2679.78	2115	0	14
2025.01.10	15:15:00	2679.80	2680.79	2676.03	2677.16	2093	0	13
2025.01.10	15:30:00	2677.18	2677.18	2664.07	2675.77	4259	0	14
2025.01.10	15:45:00	2675.78	2683.81	2674.66	2682.65	3627	0	14
2025.01.10	16:00:00	2682.60	2686.39	2680.97	2683.22	3611	0	12
2025.01.10	16:15:00	2683.20	2690.70	2682.19	2689.18	3426	0	12
2025.01.10	16:30:00	2689.20	2693.38	2684.23	2685.81	3683	0	12
2025.01.10	16:45:00	2685.95	2690.01	2682.33	2688.14	3344	0	12
2025.01.10	17:00:00	2688.16	2692.76	2682.44	2690.97	3445	0	12
2025.01.10	17:15:00	2691.00	2695.31	2689.84	2694.68	3103	0	12
2025.01.10	17:30:00	2694.58	2697.84	2690.86	2691.76	3365	0	12
2025.01.10	17:45:00	2691.78	2696.55	2690.17	2692.67	3168	0	12
2025.01.10	18:00:00	2692.53	2693.20	2687.10	2691.34	3411	0	12
2025.01.10	18:15:00	2691.29	2692.86	2687.98	2688.45	2793	0	12
2025.01.10	18:30:00	2688.28	2693.31	2686.75	2693.02	2658	0	12
2025.01.10	18:45:00	2693.00	2697.18	2692.69	2696.36	2548	0	12
2025.01.10	19:00:00	2696.51	2696.71	2692.48	2695.93	2418	0	13
2025.01.10	19:15:00	2695.96	2696.87	2692.89	2694.40	2011	0	13
2025.01.10	19:30:00	2694.42	2697.69	2694.14	2696.95	2065	0	13
2025.01.10	19:45:00	2696.85	2697.58	2695.23	2696.04	1754	0	13
2025.01.10	20:00:00	2696.13	2697.14	2692.31	2692.60	1868	0	14
2025.01.10	20:15:00	2692.61	2693.02	2687.04	2688.15	2447	0	19
2025.01.10	20:30:00	2688.25	2688.35	2686.11	2687.88	1648	0	13
2025.01.10	20:45:00	2687.93	2687.93	2685.02	2687.24	1860	0	13
2025.01.10	21:00:00	2687.23	2687.24	2684.58	2685.69	2080	0	14
2025.01.10	21:15:00	2685.71	2687.96	2685.62	2686.96	1656	0	13
2025.01.10	21:30:00	2686.98	2687.97	2685.89	2686.91	1571	0	13
2025.01.10	21:45:00	2686.90	2687.19	2684.82	2686.01	1652	0	13
2025.01.10	22:00:00	2686.00	2689.22	2684.64	2688.63	1598	0	13
2025.01.10	22:15:00	2688.61	2690.08	2688.13	2689.69	1434	0	13
2025.01.10	22:30:00	2689.60	2690.16	2688.33	2689.49	1522	0	14
2025.01.10	22:45:00	2689.46	2690.88	2688.79	2690.66	1778	0	14
2025.01.10	23:00:00	2690.56	2693.42	2690.25	2692.82	776	0	13
2025.01.10	23:15:00	2692.66	2693.00	2689.69	2690.94	825	0	13
2025.01.10	23:30:00	2690.53	2691.14	2688.58	2689.02	659	0	19
2025.01.10	23:45:00	2688.95	2690.23	2688.50	2688.51	437	0	67
2025.01.13	01:00:00	2689.71	2691.13	2688.47	2690.47	560	0	18
2025.01.13	01:15:00	2690.44	2690.44	2687.45	2688.73	481	0	18
2025.01.13	01:30:00	2688.69	2690.47	2688.55	2690.27	677	0	18
2025.01.13	01:45:00	2690.26	2691.07	2688.05	2691.06	857	0	19
2025.01.13	02:00:00	2690.99	2693.40	2690.57	2692.42	805	0	19
2025.01.13	02:15:00	2692.39	2692.39	2688.59	2690.23	757	0	19
2025.01.13	02:30:00	2690.23	2690.23	2688.14	2689.04	598	0	18
2025.01.13	02:45:00	2689.48	2691.44	2688.49	2689.63	569	0	16
2025.01.13	03:00:00	2689.62	2689.92	2681.34	2681.57	2759	0	21
2025.01.13	03:15:00	2681.46	2683.67	2679.31	2680.59	2643	0	21
2025.01.13	03:30:00	2680.61	2684.70	2679.56	2683.40	2297	0	18
2025.01.13	03:45:00	2683.30	2686.54	2683.11	2685.69	1755	0	16
2025.01.13	04:00:00	2685.70	2689.95	2684.94	2689.42	1583	0	16
2025.01.13	04:15:00	2689.47	2690.41	2688.25	2689.01	1290	0	16
2025.01.13	04:30:00	2689.16	2690.12	2687.23	2688.57	1505	0	16
2025.01.13	04:45:00	2688.56	2689.90	2687.91	2688.59	1307	0	16
2025.01.13	05:00:00	2688.60	2688.63	2686.16	2687.25	1411	0	16
2025.01.13	05:15:00	2687.25	2687.93	2685.38	2687.12	1162	0	17
2025.01.13	05:30:00	2687.05	2687.51	2685.83	2686.54	641	0	16
2025.01.13	05:45:00	2686.54	2688.19	2685.74	2687.99	814	0	16
2025.01.13	06:00:00	2687.90	2690.76	2687.90	2689.59	1110	0	16
2025.01.13	06:15:00	2689.63	2690.08	2686.31	2686.63	1126	0	16
2025.01.13	06:30:00	2686.62	2687.23	2684.33	2685.42	1127	0	16
2025.01.13	06:45:00	2685.50	2686.58	2685.24	2685.90	1085	0	16
2025.01.13	07:00:00	2686.00	2686.68	2684.88	2685.14	1041	0	16
2025.01.13	07:15:00	2685.10	2686.44	2684.49	2685.35	1029	0	16
2025.01.13	07:30:00	2685.29	2685.29	2683.23	2684.28	1502	0	16
2025.01.13	07:45:00	2684.27	2686.98	2683.61	2686.98	1374	0	16
2025.01.13	08:00:00	2687.08	2688.50	2686.97	2688.24	1258	0	16
2025.01.13	08:15:00	2688.26	2690.88	2688.14	2690.31	1013	0	16
2025.01.13	08:30:00	2690.31	2691.26	2689.53	2689.73	1031	0	16
2025.01.13	08:45:00	2689.75	2690.45	2688.67	2689.84	1218	0	16
2025.01.13	09:00:00	2689.62	2690.47	2688.11	2689.17	1258	0	12
2025.01.13	09:15:00	2689.16	2689.51	2687.16	2688.18	1686	0	12
2025.01.13	09:30:00	2688.16	2688.63	2684.71	2685.81	1532	0	12
2025.01.13	09:45:00	2685.80	2687.20	2684.45	2685.19	1627	0	13
2025.01.13	10:00:00	2685.04	2689.38	2684.86	2688.19	2101	0	13
2025.01.13	10:15:00	2688.19	2688.30	2684.01	2686.57	2125	0	14
2025.01.13	10:30:00	2686.56	2689.54	2686.25	2689.38	1843	0	13
2025.01.13	10:45:00	2689.39	2689.77	2686.04	2687.15	1719	0	12
2025.01.13	11:00:00	2687.08	2688.46	2685.48	2686.03	1724	0	12
2025.01.13	11:15:00	2686.21	2686.61	2683.30	2685.07	2239	0	12
2025.01.13	11:30:00	2685.06	2688.09	2684.40	2685.41	2058	0	14
2025.01.13	11:45:00	2685.50	2687.23	2684.28	2684.69	1661	0	12
2025.01.13	12:00:00	2684.68	2684.97	2679.12	2680.67	2322	0	12
2025.01.13	12:15:00	2680.55	2681.25	2677.34	2678.38	1807	0	12
2025.01.13	12:30:00	2678.29	2682.78	2678.23	2679.93	2031	0	12
2025.01.13	12:45:00	2679.73	2680.84	2678.98	2679.48	1308	0	12
2025.01.13	13:00:00	2679.46	2680.06	2678.29	2679.42	1076	0	12
2025.01.13	13:15:00	2679.40	2680.63	2677.45	2678.26	1249	0	12
2025.01.13	13:30:00	2678.25	2679.38	2676.20	2677.24	1801	0	14
2025.01.13	13:45:00	2677.26	2679.20	2675.55	2676.02	1740	0	12
